id,jurisdiction,doc_type,source_system,canonical_id,title,language,date_document,court,court_ecli_code,case_number,decision_type,subject_matters,source_url,content_html_url,content_xml_url
doc-eu-case-62024CC0788,EU,case_law,curia,ECLI:EU:C:2026:12,Opinion of Advocate General Rantos delivered on 15 January 2026.###,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62024CC0788,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62024CC0788,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62024CC0788
doc-eu-case-62024CC0622,EU,case_law,curia,ECLI:EU:C:2026:20,Opinion of Advocate General Emiliou delivered on 15 January 2026.###,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62024CC0622,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62024CC0622,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62024CC0622
doc-eu-case-62024CC0801,EU,case_law,curia,ECLI:EU:C:2026:17,Opinion of Advocate General Medina delivered on 15 January 2026.###,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62024CC0801,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62024CC0801,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62024CC0801
doc-eu-case-62024CC0603,EU,case_law,curia,ECLI:EU:C:2026:21,Opinion of Advocate General Kokott delivered on 15 January 2026.###,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62024CC0603,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62024CC0603,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62024CC0603
doc-eu-case-62025CC0052,EU,case_law,curia,ECLI:EU:C:2026:19,Opinion of Advocate General Biondi delivered on 15 January 2026.###,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62025CC0052,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62025CC0052,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62025CC0052
doc-eu-case-62024CC0748,EU,case_law,curia,ECLI:EU:C:2026:16,Opinion of Advocate General Spielmann delivered on 15 January 2026.###,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62024CC0748,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62024CC0748,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62024CC0748
doc-eu-case-62024CC0560,EU,case_law,curia,ECLI:EU:C:2026:11,Opinion of Advocate General Norkus delivered on 15 January 2026.###,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62024CC0560,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62024CC0560,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62024CC0560
doc-eu-case-62024CJ0588,EU,case_law,curia,ECLI:EU:C:2026:14,Judgment of the Court (Tenth Chamber) of 15 January 2026.#Imballaggi Piemontesi Srl v Autorità Garante della Concorrenza e del Mercato (AGCM).#Request for a preliminary ruling from the Consiglio di Stato.#Reference for a preliminary ruling – Competition – Article 101 TFEU – Prohibition of restrictive practices – Procedures for infringement of the rules of competition law conducted by the national competition authorities – Compliance with a reasonable time limit – Time limit for closure of the investigation stage of the infringement proceedings – National legislation allowing the national competition authority unilaterally to postpone that time limit on account of circumstances which lead to an extension of the subject matter of those proceedings or of the number of undertakings concerned – General principle of the right to good administration – Article 47 of the Charter of Fundamental Rights of the European Union – Principle of effective judicial protection – Rights of defence of undertakings – Principle of effectiveness.#Case C-588/24.,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62024CJ0588,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62024CJ0588,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62024CJ0588
doc-eu-case-62024CJ0822,EU,case_law,curia,ECLI:EU:C:2026:13,"Judgment of the Court (Eighth Chamber) of 15 January 2026.#bluechip Computer Aktiengesellschaft v Zentralstelle für private Überspielungsrechte (ZPÜ).#Request for a preliminary ruling from the Bundesgerichtshof.#Reference for a preliminary ruling – Copyright and related rights – Harmonisation of certain aspects of copyright and related rights in the information society – Directive 2001/29/EC – Article 2 – Reproduction right – Article 5 – Exceptions and limitations – Fair compensation for private copying – National legislation providing for payment of such compensation by manufacturers, importers and traders of storage media that may be used for making reproductions and are intended for commercial end users – Obligation based on the rebuttable presumption that use of such storage devices is for the purposes of private copying – Whether permissible.#Case C-822/24.",en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62024CJ0822,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62024CJ0822,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62024CJ0822
doc-eu-case-62023CJ0692,EU,case_law,curia,ECLI:EU:C:2026:4,Judgment of the Court (Fifth Chamber) of 15 January 2026.#AVR-Afvalverwerking BV v NV BAR-Afvalbeheer and Others.#Request for a preliminary ruling from the Gerechtshof Den Haag.#Reference for a preliminary ruling – Public procurement – Directive 2014/24/EU – Article 12(3) – Public contract awarded directly to a legal person jointly controlled by the contracting authorities – Conditions – Threshold of the activities of the controlled legal person carried out in the performance of tasks entrusted to it by the contracting authorities – Article 12(5) – Consideration of the turnover of the subsidiaries of the group of which the controlled legal person is the parent company – EU accounting legislation – Directive 2013/34/EU – Articles 22 and 24 – Preparation of consolidated financial statements.#Case C-692/23.,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62023CJ0692,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62023CJ0692,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62023CJ0692
doc-eu-case-62024CJ0077,EU,case_law,curia,ECLI:EU:C:2026:1,Judgment of the Court (First Chamber) of 15 January 2026.#NM and OU v TE.#Request for a preliminary ruling from the Oberster Gerichtshof.#Reference for a preliminary ruling – Judicial cooperation in civil matters – Law applicable to non-contractual obligations – Regulation (EC) No 864/2007 – Article 4(1) – Scope – Liability in tort or delict of an officer of a company that organises online games of chance without holding the required licence – Action for the recovery of gambling losses – Place where the damage occurred.#Case C-77/24.,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62024CJ0077,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62024CJ0077,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62024CJ0077
doc-eu-case-62024CJ0045,EU,case_law,curia,ECLI:EU:C:2026:2,Judgment of the Court (Fourth Chamber) of 15 January 2026.#Verein für Konsumenteninformation v Koninklijke Luchtvaart Maatschappij NV.#Request for a preliminary ruling from the Oberster Gerichtshof.#Reference for a preliminary ruling – Air transport – Regulation (EC) No 261/2004 – Article 8(1) – Reimbursement of the price of a ticket in the event of cancellation of a flight – Commission collected by a person acting as an intermediary between the passenger and the air carrier when the ticket was bought – Conditions for inclusion – Amount of commission allegedly fixed without the air carrier’s knowledge – Burden of proof.#Case C-45/24.,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62024CJ0045,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62024CJ0045,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62024CJ0045
doc-eu-case-62024CJ0615,EU,case_law,curia,ECLI:EU:C:2026:10,Judgment of the Court (Seventh Chamber) of 15 January 2026.#Ambito territoriale di caccia Ancona 2 v Azienda Agricola Camarzano di RK.#Request for a preliminary ruling from the Corte suprema di cassazione.#Reference for a preliminary ruling – State aid – Agricultural sector – Regulation (EU) No 1408/2013 – De minimis aid – Monitoring – Member State providing for the grant and the payment of de minimis aid without requiring a specific declaration from the applicant undertaking as to the amount and nature of any other State aid received during a period of three fiscal years – Production of self-certification relating to such aid.#Case C-615/24.,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62024CJ0615,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62024CJ0615,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62024CJ0615
doc-eu-case-62024CJ0124,EU,case_law,curia,ECLI:EU:C:2026:7,Judgment of the Court (Sixth Chamber) of 15 January 2026.#Asociación Profesional de Empresas de Reparto y Manipulado de Correspondencia (Asempre) v European Commission.#Case C-124/24 P.,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62024CJ0124,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62024CJ0124,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62024CJ0124
doc-eu-case-62024CJ0126,EU,case_law,curia,ECLI:EU:C:2026:8,Judgment of the Court (Sixth Chamber) of 15 January 2026.#Uno Organización Empresarial de Logística y Transporte v European Commission.#Case C-126/24 P.,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62024CJ0126,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62024CJ0126,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62024CJ0126
doc-eu-case-62023CJ0641,EU,case_law,curia,ECLI:EU:C:2026:3,Judgment of the Court (Fifth Chamber) of 15 January 2026.#YM v Openbaar Ministerie.#Request for a preliminary ruling from the Rechtbank Amsterdam.#Case C-641/23.,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62023CJ0641,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62023CJ0641,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62023CJ0641
doc-eu-case-62024CJ0494,EU,case_law,curia,ECLI:EU:C:2026:9,Judgment of the Court (Sixth Chamber) of 15 January 2026.#Issam Anbouba v Council of the European Union.#Case C-494/24 P.,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62024CJ0494,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62024CJ0494,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62024CJ0494
doc-eu-case-62024CJ0045_RES,EU,case_law,curia,ECLI:EU:C:2026:2,Judgment of the Court (Fourth Chamber) of 15 January 2026.#Verein für Konsumenteninformation v Koninklijke Luchtvaart Maatschappij NV.#Reference for a preliminary ruling – Air transport – Regulation (EC) No 261/2004 – Article 8(1) – Reimbursement of the price of a ticket in the event of cancellation of a flight – Commission collected by a person acting as an intermediary between the passenger and the air carrier when the ticket was bought – Conditions for inclusion – Amount of commission allegedly fixed without the air carrier’s knowledge – Burden of proof.#Case C-45/24.,en,2026-01-15,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62024CJ0045_RES,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62024CJ0045_RES,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62024CJ0045_RES
doc-eu-case-62025TJ0064,EU,case_law,curia,ECLI:EU:T:2026:10,Judgment of the General Court (Eighth Chamber) of 14 January 2026.#Lisa Leone and Others v European Union Intellectual Property Office.#EU trade mark – Invalidity proceedings – EU word mark Leone – Relative ground for invalidity – Right to an earlier name under Austrian law – Article 60(2)(a) of Regulation (EU) 2017/1001.#Case T-64/25.,en,2026-01-14,,EU,,Judgment,,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:62025TJ0064,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:62025TJ0064,https://eur-lex.europa.eu/legal-content/EN/TXT/XML/?uri=CELEX:62025TJ0064
